,linkID,interval0_COST,interval1_COST,interval2_COST,interval3_COST,interval4_COST,interval5_COST,interval6_COST,interval7_COST,interval8_COST,interval9_COST
32,32,27.307855514110006,27.307855514110006,27.307855514110006,27.307855514110006,27.307855514110006,27.307855514110006,27.307855514110006,27.307855514110006,27.307855514110006,27.307855514110006
33,33,28.556226667106188,28.556226667106188,28.556226667106188,28.556226667106188,28.556226667106188,28.556226667106188,28.556226667106188,28.556226667106188,28.556226667106188,28.556226667106188
34,34,55.19514228546328,55.19514228546328,55.19514228546328,55.19514228546328,55.19514228546328,55.19514228546328,55.19514228546328,55.19514228546328,55.19514228546328,55.19514228546328
35,35,74.60029624511074,74.60029624511074,74.60029624511074,74.60029624511074,74.60029624511074,74.60029624511074,74.60029624511074,74.60029624511074,74.60029624511074,74.60029624511074
36,36,48.22997120033952,48.22997120033952,48.22997120033952,48.22997120033952,48.22997120033952,48.22997120033952,48.22997120033952,48.22997120033952,48.22997120033952,48.22997120033952
37,37,57.980919736412496,57.980919736412496,57.980919736412496,57.980919736412496,57.980919736412496,57.980919736412496,57.980919736412496,57.980919736412496,57.980919736412496,57.980919736412496
38,38,78.13646513851442,78.13646513851442,78.13646513851442,78.13646513851442,78.13646513851442,78.13646513851442,78.13646513851442,78.13646513851442,78.13646513851442,78.13646513851442
39,39,94.78629149485587,94.78629149485587,94.78629149485587,94.78629149485587,94.78629149485587,94.78629149485587,94.78629149485587,94.78629149485587,94.78629149485587,94.78629149485587
40,40,97.04688141203103,97.04688141203103,97.04688141203103,97.04688141203103,97.04688141203103,97.04688141203103,97.04688141203103,97.04688141203103,97.04688141203103,97.04688141203103
41,41,116.11780236598605,116.11780236598605,116.11780236598605,116.11780236598605,116.11780236598605,116.11780236598605,116.11780236598605,116.11780236598605,116.11780236598605,116.11780236598605
42,42,32.9066055707518,32.9066055707518,32.9066055707518,32.9066055707518,32.9066055707518,32.9066055707518,32.9066055707518,32.9066055707518,32.9066055707518,32.9066055707518
43,43,32.62516608274739,32.62516608274739,32.62516608274739,32.62516608274739,32.62516608274739,32.62516608274739,32.62516608274739,32.62516608274739,32.62516608274739,32.62516608274739
44,44,66.15969110767972,66.15969110767972,66.15969110767972,66.15969110767972,66.15969110767972,66.15969110767972,66.15969110767972,66.15969110767972,66.15969110767972,66.15969110767972
45,45,40.04476703387729,40.04476703387729,40.04476703387729,40.04476703387729,40.04476703387729,40.04476703387729,40.04476703387729,40.04476703387729,40.04476703387729,40.04476703387729
46,46,47.96421526600443,47.96421526600443,47.96421526600443,47.96421526600443,47.96421526600443,47.96421526600443,47.96421526600443,47.96421526600443,47.96421526600443,47.96421526600443
47,47,73.06948409855778,73.06948409855778,73.06948409855778,73.06948409855778,73.06948409855778,73.06948409855778,73.06948409855778,73.06948409855778,73.06948409855778,73.06948409855778
48,48,59.21743411005991,59.21743411005991,59.21743411005991,59.21743411005991,59.21743411005991,59.21743411005991,59.21743411005991,59.21743411005991,59.21743411005991,59.21743411005991
49,49,64.49720742244835,64.49720742244835,64.49720742244835,64.49720742244835,64.49720742244835,64.49720742244835,64.49720742244835,64.49720742244835,64.49720742244835,64.49720742244835
50,50,59.020751441688546,59.020751441688546,59.020751441688546,59.020751441688546,59.020751441688546,59.020751441688546,59.020751441688546,59.020751441688546,59.020751441688546,59.020751441688546
51,51,102.12271578528704,102.12271578528704,102.12271578528704,102.12271578528704,102.12271578528704,102.12271578528704,102.12271578528704,102.12271578528704,102.12271578528704,102.12271578528704
52,52,107.87298884944326,107.87298884944326,107.87298884944326,107.87298884944326,107.87298884944326,107.87298884944326,107.87298884944326,107.87298884944326,107.87298884944326,107.87298884944326
53,53,113.45140764365823,113.45140764365823,113.45140764365823,113.45140764365823,113.45140764365823,113.45140764365823,113.45140764365823,113.45140764365823,113.45140764365823,113.45140764365823
54,54,54.579411019653826,54.579411019653826,54.579411019653826,54.579411019653826,54.579411019653826,54.579411019653826,54.579411019653826,54.579411019653826,54.579411019653826,54.579411019653826
55,55,5.1057,5.1057,5.1057,5.1057,5.1057,5.1057,5.1057,5.1057,5.1057,5.1057
56,56,6.7193,6.7193,6.7193,6.7193,6.7193,6.7193,6.7193,6.7193,6.7193,6.7193
57,57,6.777182601480833,8.126572722590778,9.21291809060093,7.202357203683648,8.104386568407854,7.266777724108345,7.407013037807763,7.136974865974531,7.818032481084259,7.775202487002874
58,58,27.743558468941742,27.743558468941742,27.743558468941742,27.743558468941742,27.743558468941742,27.743558468941742,27.743558468941742,27.743558468941742,27.743558468941742,27.743558468941742
59,59,13.198387589705412,13.198387589705412,13.198387589705412,13.198387589705412,13.198387589705412,13.198387589705412,13.198387589705412,13.198387589705412,13.198387589705412,13.198387589705412
60,60,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863
61,61,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098
62,62,14.25671115476042,14.25671115476042,14.25671115476042,14.25671115476042,14.25671115476042,14.25671115476042,14.25671115476042,14.25671115476042,14.25671115476042,14.25671115476042
63,63,16.9877999077566,16.9877999077566,16.9877999077566,16.9877999077566,16.9877999077566,16.9877999077566,16.9877999077566,16.9877999077566,16.9877999077566,16.9877999077566
64,64,50.8434510461137,50.8434510461137,50.8434510461137,50.8434510461137,50.8434510461137,50.8434510461137,50.8434510461137,50.8434510461137,50.8434510461137,50.8434510461137
65,65,68.11834580576115,68.11834580576115,68.11834580576115,68.11834580576115,68.11834580576115,68.11834580576115,68.11834580576115,68.11834580576115,68.11834580576115,68.11834580576115
66,66,35.17882684098994,35.17882684098994,35.17882684098994,35.17882684098994,35.17882684098994,35.17882684098994,35.17882684098994,35.17882684098994,35.17882684098994,35.17882684098994
67,67,46.84573745706292,46.84573745706292,46.84573745706292,46.84573745706292,46.84573745706292,46.84573745706292,46.84573745706292,46.84573745706292,46.84573745706292,46.84573745706292
68,68,67.00128285916483,67.00128285916483,67.00128285916483,67.00128285916483,67.00128285916483,67.00128285916483,67.00128285916483,67.00128285916483,67.00128285916483,67.00128285916483
69,69,83.65110921550627,83.65110921550627,83.65110921550627,83.65110921550627,83.65110921550627,83.65110921550627,83.65110921550627,83.65110921550627,83.65110921550627,83.65110921550627
70,70,85.91169913268142,85.91169913268142,85.91169913268142,85.91169913268142,85.91169913268142,85.91169913268142,85.91169913268142,85.91169913268142,85.91169913268142,85.91169913268142
71,71,104.98262008663644,104.98262008663644,104.98262008663644,104.98262008663644,104.98262008663644,104.98262008663644,104.98262008663644,104.98262008663644,104.98262008663644,104.98262008663644
72,72,19.85546121140222,19.85546121140222,19.85546121140222,19.85546121140222,19.85546121140222,19.85546121140222,19.85546121140222,19.85546121140222,19.85546121140222,19.85546121140222
73,73,19.574021723397806,19.574021723397806,19.574021723397806,19.574021723397806,19.574021723397806,19.574021723397806,19.574021723397806,19.574021723397806,19.574021723397806,19.574021723397806
74,74,53.10854674833015,53.10854674833015,53.10854674833015,53.10854674833015,53.10854674833015,53.10854674833015,53.10854674833015,53.10854674833015,53.10854674833015,53.10854674833015
75,75,26.993622674527703,26.993622674527703,26.993622674527703,26.993622674527703,26.993622674527703,26.993622674527703,26.993622674527703,26.993622674527703,26.993622674527703,26.993622674527703
76,76,34.913070906654845,34.913070906654845,34.913070906654845,34.913070906654845,34.913070906654845,34.913070906654845,34.913070906654845,34.913070906654845,34.913070906654845,34.913070906654845
77,77,60.01833973920821,60.01833973920821,60.01833973920821,60.01833973920821,60.01833973920821,60.01833973920821,60.01833973920821,60.01833973920821,60.01833973920821,60.01833973920821
78,78,46.16628975071032,46.16628975071032,46.16628975071032,46.16628975071032,46.16628975071032,46.16628975071032,46.16628975071032,46.16628975071032,46.16628975071032,46.16628975071032
79,79,51.44606306309876,51.44606306309876,51.44606306309876,51.44606306309876,51.44606306309876,51.44606306309876,51.44606306309876,51.44606306309876,51.44606306309876,51.44606306309876
80,80,45.96960708233895,45.96960708233895,45.96960708233895,45.96960708233895,45.96960708233895,45.96960708233895,45.96960708233895,45.96960708233895,45.96960708233895,45.96960708233895
81,81,90.98753350593744,90.98753350593744,90.98753350593744,90.98753350593744,90.98753350593744,90.98753350593744,90.98753350593744,90.98753350593744,90.98753350593744,90.98753350593744
82,82,96.73780657009365,96.73780657009365,96.73780657009365,96.73780657009365,96.73780657009365,96.73780657009365,96.73780657009365,96.73780657009365,96.73780657009365,96.73780657009365
83,83,102.31622536430862,102.31622536430862,102.31622536430862,102.31622536430862,102.31622536430862,102.31622536430862,102.31622536430862,102.31622536430862,102.31622536430862,102.31622536430862
84,84,41.52826666030425,41.52826666030425,41.52826666030425,41.52826666030425,41.52826666030425,41.52826666030425,41.52826666030425,41.52826666030425,41.52826666030425,41.52826666030425
85,85,4.4041,4.4041,4.4041,4.4041,4.4041,4.4041,4.4041,4.4041,4.4041,4.4041
86,86,4.7511,4.7511,4.7511,4.7511,4.7511,4.7511,4.7511,4.7511,4.7511,4.7511
87,87,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697,6.9697
88,88,7.093939046906305,8.118692397850207,6.826984373682368,7.2682364461857105,8.918276104684525,7.651322157117382,7.38213111514457,7.046350701972679,6.7446730070524925,7.331224069157501
89,89,28.395609526435784,28.395609526435784,28.395609526435784,28.395609526435784,28.395609526435784,28.395609526435784,28.395609526435784,28.395609526435784,28.395609526435784,28.395609526435784
90,90,13.850438647199454,13.850438647199454,13.850438647199454,13.850438647199454,13.850438647199454,13.850438647199454,13.850438647199454,13.850438647199454,13.850438647199454,13.850438647199454
91,91,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863,7.276942127849863
92,92,30.57306520869213,30.57306520869213,30.57306520869213,30.57306520869213,30.57306520869213,30.57306520869213,30.57306520869213,30.57306520869213,30.57306520869213,30.57306520869213
93,93,18.828294532254457,18.828294532254457,18.828294532254457,18.828294532254457,18.828294532254457,18.828294532254457,18.828294532254457,18.828294532254457,18.828294532254457,18.828294532254457
94,94,18.129488725250642,18.129488725250642,18.129488725250642,18.129488725250642,18.129488725250642,18.129488725250642,18.129488725250642,18.129488725250642,18.129488725250642,18.129488725250642
95,95,54.199533943607726,54.199533943607726,54.199533943607726,54.199533943607726,54.199533943607726,54.199533943607726,54.199533943607726,54.199533943607726,54.199533943607726,54.199533943607726
96,96,73.60468790325518,73.60468790325518,73.60468790325518,73.60468790325518,73.60468790325518,73.60468790325518,73.60468790325518,73.60468790325518,73.60468790325518,73.60468790325518
97,97,42.30852573848397,42.30852573848397,42.30852573848397,42.30852573848397,42.30852573848397,42.30852573848397,42.30852573848397,42.30852573848397,42.30852573848397,42.30852573848397
98,98,53.97543635455695,53.97543635455695,53.97543635455695,53.97543635455695,53.97543635455695,53.97543635455695,53.97543635455695,53.97543635455695,53.97543635455695,53.97543635455695
99,99,74.13098175665887,74.13098175665887,74.13098175665887,74.13098175665887,74.13098175665887,74.13098175665887,74.13098175665887,74.13098175665887,74.13098175665887,74.13098175665887
100,100,90.78080811300032,90.78080811300032,90.78080811300032,90.78080811300032,90.78080811300032,90.78080811300032,90.78080811300032,90.78080811300032,90.78080811300032,90.78080811300032
101,101,93.04139803017547,93.04139803017547,93.04139803017547,93.04139803017547,93.04139803017547,93.04139803017547,93.04139803017547,93.04139803017547,93.04139803017547,93.04139803017547
102,102,112.1123189841305,112.1123189841305,112.1123189841305,112.1123189841305,112.1123189841305,112.1123189841305,112.1123189841305,112.1123189841305,112.1123189841305,112.1123189841305
103,103,26.985160108896252,26.985160108896252,26.985160108896252,26.985160108896252,26.985160108896252,26.985160108896252,26.985160108896252,26.985160108896252,26.985160108896252,26.985160108896252
104,104,26.70372062089184,26.70372062089184,26.70372062089184,26.70372062089184,26.70372062089184,26.70372062089184,26.70372062089184,26.70372062089184,26.70372062089184,26.70372062089184
105,105,60.238245645824186,60.238245645824186,60.238245645824186,60.238245645824186,60.238245645824186,60.238245645824186,60.238245645824186,60.238245645824186,60.238245645824186,60.238245645824186
106,106,34.123321572021744,34.123321572021744,34.123321572021744,34.123321572021744,34.123321572021744,34.123321572021744,34.123321572021744,34.123321572021744,34.123321572021744,34.123321572021744
107,107,42.04276980414888,42.04276980414888,42.04276980414888,42.04276980414888,42.04276980414888,42.04276980414888,42.04276980414888,42.04276980414888,42.04276980414888,42.04276980414888
108,108,67.14803863670222,67.14803863670222,67.14803863670222,67.14803863670222,67.14803863670222,67.14803863670222,67.14803863670222,67.14803863670222,67.14803863670222,67.14803863670222
109,109,53.29598864820436,53.29598864820436,53.29598864820436,53.29598864820436,53.29598864820436,53.29598864820436,53.29598864820436,53.29598864820436,53.29598864820436,53.29598864820436
110,110,58.5757619605928,58.5757619605928,58.5757619605928,58.5757619605928,58.5757619605928,58.5757619605928,58.5757619605928,58.5757619605928,58.5757619605928,58.5757619605928
111,111,53.09930597983299,53.09930597983299,53.09930597983299,53.09930597983299,53.09930597983299,53.09930597983299,53.09930597983299,53.09930597983299,53.09930597983299,53.09930597983299
112,112,98.11723240343149,98.11723240343149,98.11723240343149,98.11723240343149,98.11723240343149,98.11723240343149,98.11723240343149,98.11723240343149,98.11723240343149,98.11723240343149
113,113,103.8675054675877,103.8675054675877,103.8675054675877,103.8675054675877,103.8675054675877,103.8675054675877,103.8675054675877,103.8675054675877,103.8675054675877,103.8675054675877
114,114,109.44592426180267,109.44592426180267,109.44592426180267,109.44592426180267,109.44592426180267,109.44592426180267,109.44592426180267,109.44592426180267,109.44592426180267,109.44592426180267
115,115,48.65796555779828,48.65796555779828,48.65796555779828,48.65796555779828,48.65796555779828,48.65796555779828,48.65796555779828,48.65796555779828,48.65796555779828,48.65796555779828
116,116,2.4089,2.4089,2.4089,2.4089,2.4089,2.4089,2.4089,2.4089,2.4089,2.4089
117,117,4.0986,4.0986,4.0986,4.0986,4.0986,4.0986,4.0986,4.0986,4.0986,4.0986
118,118,5.4565,5.4565,5.4565,5.4565,5.4565,5.4565,5.4565,5.4565,5.4565,5.4565
119,119,6.77535419370224,7.774445298689795,7.702439148585797,7.768730229190598,7.773736171761449,6.6447583453688726,7.273800615759324,6.744043462962659,7.750132338712595,8.08537230862868
120,120,19.328869869784015,19.328869869784015,19.328869869784015,19.328869869784015,19.328869869784015,19.328869869784015,19.328869869784015,19.328869869784015,19.328869869784015,19.328869869784015
121,121,36.49451067054769,36.49451067054769,36.49451067054769,36.49451067054769,36.49451067054769,36.49451067054769,36.49451067054769,36.49451067054769,36.49451067054769,36.49451067054769
122,122,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098,23.443366311198098
123,123,27.734846008692134,27.734846008692134,27.734846008692134,27.734846008692134,27.734846008692134,27.734846008692134,27.734846008692134,27.734846008692134,27.734846008692134,27.734846008692134
124,124,11.94684895560269,11.94684895560269,11.94684895560269,11.94684895560269,11.94684895560269,11.94684895560269,11.94684895560269,11.94684895560269,11.94684895560269,11.94684895560269
125,125,22.76736026859887,22.76736026859887,22.76736026859887,22.76736026859887,22.76736026859887,22.76736026859887,22.76736026859887,22.76736026859887,22.76736026859887,22.76736026859887
126,126,27.56554980695596,27.56554980695596,27.56554980695596,27.56554980695596,27.56554980695596,27.56554980695596,27.56554980695596,27.56554980695596,27.56554980695596,27.56554980695596
127,127,44.84044456660341,44.84044456660341,44.84044456660341,44.84044456660341,44.84044456660341,44.84044456660341,44.84044456660341,44.84044456660341,44.84044456660341,44.84044456660341
128,128,11.900925601832192,11.900925601832192,11.900925601832192,11.900925601832192,11.900925601832192,11.900925601832192,11.900925601832192,11.900925601832192,11.900925601832192,11.900925601832192
129,129,23.56783621790516,23.56783621790516,23.56783621790516,23.56783621790516,23.56783621790516,23.56783621790516,23.56783621790516,23.56783621790516,23.56783621790516,23.56783621790516
130,130,43.72338162000709,43.72338162000709,43.72338162000709,43.72338162000709,43.72338162000709,43.72338162000709,43.72338162000709,43.72338162000709,43.72338162000709,43.72338162000709
131,131,60.37320797634851,60.37320797634851,60.37320797634851,60.37320797634851,60.37320797634851,60.37320797634851,60.37320797634851,60.37320797634851,60.37320797634851,60.37320797634851
132,132,62.63379789352365,62.63379789352365,62.63379789352365,62.63379789352365,62.63379789352365,62.63379789352365,62.63379789352365,62.63379789352365,62.63379789352365,62.63379789352365
133,133,81.70471884747869,81.70471884747869,81.70471884747869,81.70471884747869,81.70471884747869,81.70471884747869,81.70471884747869,81.70471884747869,81.70471884747869,81.70471884747869
134,134,3.6623190122444838,3.6623190122444838,3.6623190122444838,3.6623190122444838,3.6623190122444838,3.6623190122444838,3.6623190122444838,3.6623190122444838,3.6623190122444838,3.6623190122444838
135,135,7.103390244240071,7.103390244240071,7.103390244240071,7.103390244240071,7.103390244240071,7.103390244240071,7.103390244240071,7.103390244240071,7.103390244240071,7.103390244240071
136,136,30.55356854917241,30.55356854917241,30.55356854917241,30.55356854917241,30.55356854917241,30.55356854917241,30.55356854917241,30.55356854917241,30.55356854917241,30.55356854917241
137,137,14.522991195369968,14.522991195369968,14.522991195369968,14.522991195369968,14.522991195369968,14.522991195369968,14.522991195369968,14.522991195369968,14.522991195369968,14.522991195369968
138,138,22.442439427497106,22.442439427497106,22.442439427497106,22.442439427497106,22.442439427497106,22.442439427497106,22.442439427497106,22.442439427497106,22.442439427497106,22.442439427497106
139,139,47.54770826005047,47.54770826005047,47.54770826005047,47.54770826005047,47.54770826005047,47.54770826005047,47.54770826005047,47.54770826005047,47.54770826005047,47.54770826005047
140,140,23.61131155155259,23.61131155155259,23.61131155155259,23.61131155155259,23.61131155155259,23.61131155155259,23.61131155155259,23.61131155155259,23.61131155155259,23.61131155155259
141,141,28.89108486394105,28.89108486394105,28.89108486394105,28.89108486394105,28.89108486394105,28.89108486394105,28.89108486394105,28.89108486394105,28.89108486394105,28.89108486394105
142,142,33.498975603181215,33.498975603181215,33.498975603181215,33.498975603181215,33.498975603181215,33.498975603181215,33.498975603181215,33.498975603181215,33.498975603181215,33.498975603181215
143,143,67.70963226677969,67.70963226677969,67.70963226677969,67.70963226677969,67.70963226677969,67.70963226677969,67.70963226677969,67.70963226677969,67.70963226677969,67.70963226677969
144,144,73.45990533093587,73.45990533093587,73.45990533093587,73.45990533093587,73.45990533093587,73.45990533093587,73.45990533093587,73.45990533093587,73.45990533093587,73.45990533093587
145,145,79.03832412515087,79.03832412515087,79.03832412515087,79.03832412515087,79.03832412515087,79.03832412515087,79.03832412515087,79.03832412515087,79.03832412515087,79.03832412515087
146,146,29.057635181146516,29.057635181146516,29.057635181146516,29.057635181146516,29.057635181146516,29.057635181146516,29.057635181146516,29.057635181146516,29.057635181146516,29.057635181146516
147,147,6.1598,6.1598,6.1598,6.1598,6.1598,6.1598,6.1598,6.1598,6.1598,6.1598
148,148,5.6116,5.6116,5.6116,5.6116,5.6116,5.6116,5.6116,5.6116,5.6116,5.6116
149,149,7.833921353687355,6.3015055284061505,6.558672694684498,6.242738545475998,6.83575435552011,7.047730245090043,7.363031935383642,7.83613946260321,7.8713260810999754,6.310503962459233
150,150,30.896093113346332,30.896093113346332,30.896093113346332,30.896093113346332,30.896093113346332,30.896093113346332,30.896093113346332,30.896093113346332,30.896093113346332,30.896093113346332
151,151,26.28153215411001,26.28153215411001,26.28153215411001,26.28153215411001,26.28153215411001,26.28153215411001,26.28153215411001,26.28153215411001,26.28153215411001,26.28153215411001
152,152,14.256711154760417,14.256711154760417,14.256711154760417,14.256711154760417,14.256711154760417,14.256711154760417,14.256711154760417,14.256711154760417,14.256711154760417,14.256711154760417
153,153,15.836125572254458,15.836125572254458,15.836125572254458,15.836125572254458,15.836125572254458,15.836125572254458,15.836125572254458,15.836125572254458,15.836125572254458,15.836125572254458
154,154,11.946848955602688,11.946848955602688,11.946848955602688,11.946848955602688,11.946848955602688,11.946848955602688,11.946848955602688,11.946848955602688,11.946848955602688,11.946848955602688
155,155,10.868639832161197,10.868639832161197,10.868639832161197,10.868639832161197,10.868639832161197,10.868639832161197,10.868639832161197,10.868639832161197,10.868639832161197,10.868639832161197
156,156,39.34693369051828,39.34693369051828,39.34693369051828,39.34693369051828,39.34693369051828,39.34693369051828,39.34693369051828,39.34693369051828,39.34693369051828,39.34693369051828
157,157,56.62182845016574,56.62182845016574,56.62182845016574,56.62182845016574,56.62182845016574,56.62182845016574,56.62182845016574,56.62182845016574,56.62182845016574,56.62182845016574
158,158,23.68230948539452,23.68230948539452,23.68230948539452,23.68230948539452,23.68230948539452,23.68230948539452,23.68230948539452,23.68230948539452,23.68230948539452,23.68230948539452
159,159,35.349220101467495,35.349220101467495,35.349220101467495,35.349220101467495,35.349220101467495,35.349220101467495,35.349220101467495,35.349220101467495,35.349220101467495,35.349220101467495
160,160,55.504765503569416,55.504765503569416,55.504765503569416,55.504765503569416,55.504765503569416,55.504765503569416,55.504765503569416,55.504765503569416,55.504765503569416,55.504765503569416
161,161,72.15459185991085,72.15459185991085,72.15459185991085,72.15459185991085,72.15459185991085,72.15459185991085,72.15459185991085,72.15459185991085,72.15459185991085,72.15459185991085
162,162,74.415181777086,74.415181777086,74.415181777086,74.415181777086,74.415181777086,74.415181777086,74.415181777086,74.415181777086,74.415181777086,74.415181777086
163,163,93.48610273104103,93.48610273104103,93.48610273104103,93.48610273104103,93.48610273104103,93.48610273104103,93.48610273104103,93.48610273104103,93.48610273104103,93.48610273104103
164,164,8.35894385580681,8.35894385580681,8.35894385580681,8.35894385580681,8.35894385580681,8.35894385580681,8.35894385580681,8.35894385580681,8.35894385580681,8.35894385580681
165,165,8.0775043678024,8.0775043678024,8.0775043678024,8.0775043678024,8.0775043678024,8.0775043678024,8.0775043678024,8.0775043678024,8.0775043678024,8.0775043678024
166,166,42.334952432734745,42.334952432734745,42.334952432734745,42.334952432734745,42.334952432734745,42.334952432734745,42.334952432734745,42.334952432734745,42.334952432734745,42.334952432734745
